観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,今日の最大値(mm),今日の最大値の品質情報,今日の最大値起時（時）(まで),今日の最大値起時（分）(まで),今日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,昨日までの観測史上1位の値(mm),昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値の年,昨日までの観測史上1位の値の月,昨日までの観測史上1位の値の日,昨日までの6月の1位の値(mm),昨日までの6月の1位の値の品質情報,昨日までの6月の1位の値の年,昨日までの6月の1位の値の月,昨日までの6月の1位の値の日,統計開始年
88756,鹿児島県,諏訪之瀬島（スワノセジマ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,109.5,8,2014,09,21,92.0,8,2015,06,30,2014
88776,鹿児島県,小宝島（コダカラジマ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,138.5,8,2018,09,24,54.0,8,2015,06,28,2014
88781,鹿児島県,宝島（タカラジマ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,92.5,8,2017,10,14,80.5,8,2015,06,30,2014
88821,鹿児島県,笠利（カサリ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,91.0,8,2017,08,05,68.0,8,2012,06,20,2003
88836,鹿児島県,名瀬（ナゼ）,47909,2019,06,30,05,50,0.0,8,0.0,4,,,,,,116.4,8,1949,10,21,105.0,8,1973,06,28,1896
88851,鹿児島県,喜界島（キカイジマ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,110.5,8,2017,09,04,75,8,1992,06,11,1978
88901,鹿児島県,古仁屋（コニヤ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,143.5,8,2011,11,02,68.0,8,2012,06,10,1976
88931,鹿児島県,天城（アマギ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,78.0,4,2015,11,17,50.0,8,2008,06,07,2003
88956,鹿児島県,伊仙（イセン）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,114.5,8,2015,07,25,88.5,8,2014,06,16,1977
88971,鹿児島県,沖永良部（オキノエラブ）,47942,2019,06,30,05,50,0.0,8,0.0,4,,,,,,101.0,8,2015,06,19,101.0,8,2015,06,19,1969
88986,鹿児島県,与論島（ヨロンジマ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,102,8,1987,10,25,90.5,8,2018,06,16,1978
91011,沖縄県,伊是名（イゼナ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,95.5,8,2011,10,05,84.0,8,2018,06,16,1977
91021,沖縄県,奥（オク）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,86.0,8,2018,06,16,86.0,8,2018,06,16,1976
91046,沖縄県,国頭（クニガミ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,86.0,8,2012,09,16,69.5,8,2018,06,16,2005
91066,沖縄県,本部（モトブ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,73,8,1984,07,24,71,8,1995,06,30,1981
91081,沖縄県,東（ヒガシ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,90.0,8,2011,10,04,80,8,2006,06,18,1981
91096,沖縄県,粟国（アグニ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,103.0,8,2018,06,16,103.0,8,2018,06,16,2003
91107,沖縄県,名護（ナゴ）,47940,2019,06,30,05,50,0.0,8,0.0,4,,,,,,108.5,8,1969,10,07,70.2,8,1967,06,13,1967
91121,沖縄県,読谷（ヨミタン）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,96.5,8,2014,07,09,66,8,2005,06,15,1976
91141,沖縄県,北原（キタハラ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,102.5,8,2010,10,22,69.5,8,2019,06,18,2003
91146,沖縄県,久米島（クメジマ）,47929,2019,06,30,05,50,0.0,8,0.0,4,,,,,,95.5,8,1998,10,05,94.5,8,1987,06,21,1958
91151,沖縄県,渡名喜（トナキ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,54.0,8,2019,06,10,54.0,8,2019,06,10,2014
91161,沖縄県,胡屋（ゴヤ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,105,8,1988,09,07,60,8,2002,06,15,1976
91166,沖縄県,宮城島（ミヤギジマ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,85.0,8,2012,11,04,45.0,8,2016,06,26,2007
91181,沖縄県,渡嘉敷（トカシキ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,83,8,1997,08,07,63.5,8,2013,06,04,1977
91197,沖縄県,那覇（ナハ）,47936,2019,06,30,05,50,0.0,8,0.0,4,,,,,,110.5,8,1998,07,17,76.1,8,1924,06,16,1900
91216,沖縄県,慶良間（ケラマ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,86.0,8,2010,06,11,86.0,8,2010,06,11,2003
91236,沖縄県,安次嶺（アシミネ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,81,8,2005,06,17,81,8,2005,06,17,2003
91241,沖縄県,糸数（イトカズ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,110,8,2007,12,21,79,8,1987,06,06,1976
92006,沖縄県,北大東（キタダイトウ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,71.0,8,2012,07,17,48.5,8,2019,06,11,2003
92011,沖縄県,南大東（ミナミダイトウ）（南大東島（ミナミダイトウジマ））,47945,2019,06,30,05,50,0.0,8,0.0,4,,,,,,108.6,8,1957,06,14,108.6,8,1957,06,14,1942
92012,沖縄県,旧東（キュウトウ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,80.0,8,2018,12,05,52.0,8,2019,06,11,2003
93012,沖縄県,下地（シモジ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,111,8,2003,09,11,60.0,8,2018,06,11,2003
93041,沖縄県,宮古島（ミヤコジマ）,47927,2019,06,30,05,50,0.0,8,0.0,4,,,,,,138.0,8,1970,04,19,91.2,8,1957,06,17,1937
93042,沖縄県,鏡原（カガミハラ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,89,8,2007,09,09,68.0,8,2012,06,10,2003
93051,沖縄県,城辺（グスクベ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,117.5,8,2018,08,12,69,8,1990,06,09,1978
93062,沖縄県,仲筋（ナカスジ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,145.5,8,2010,11,19,70,8,2006,06,10,2003
94001,沖縄県,伊原間（イバルマ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,109,8,1978,09,13,89,8,1994,06,19,1977
94011,沖縄県,所野（トコロノ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,130.5,8,2015,04,19,97,8,2005,06,23,2003
94017,沖縄県,与那国島（ヨナグニジマ）,47912,2019,06,30,05,50,0.0,8,0.0,4,,,,,,110.0,8,2008,09,13,97.5,8,2005,06,23,1956
94036,沖縄県,川平（カビラ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,127,8,2000,11,12,73.0,8,2013,06,20,1978
94062,沖縄県,西表島（イリオモテジマ）,47917,2019,06,30,05,50,0.0,8,0.0,4,,,,,,100.0,8,2011,10,03,76.5,8,1966,06,08,1955
94081,沖縄県,石垣島（イシガキジマ）,47918,2019,06,30,05,50,0.0,8,0.0,4,,,,,,122.0,8,1989,05,19,84.7,8,1921,06,21,1896
94086,沖縄県,盛山（モリヤマ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,92.0,8,2013,03,18,84.5,8,2013,06,20,2013
94101,沖縄県,大原（オオハラ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,123,8,1986,05,13,68,8,1992,06,10,1978
94116,沖縄県,波照間（ハテルマ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,118,8,2000,03,10,80,8,1987,06,17,1979
94121,沖縄県,志多阿原（シタアバル）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,102.0,8,2010,05,06,66.5,8,2009,06,14,2003
